438,1872
438,1883
438,1881
438,1879
438,1882
438,1884
438,1886
438,1887
438,1879
438,1883
438,1885
438,1886
438,1885
438,1886
438,1886
438,1886
438,1883
438,1882
438,1883
438,1879
438,1879
438,1876
438,1882
438,1890
438,1887
438,1887
438,1882
438,1879
438,1876
438,1881
438,1881
438,1886
438,1883
438,1883
438,1886
438,1886
438,1883
438,1888
438,1882
438,1881
438,1885
438,1886
438,1888
438,1885
438,1882
438,1881
438,1879
438,1878
438,1874
438,1881
679,1889
679,1889
679,1890
679,1890
679,1892
679,1891
679,1893
679,1892
679,1891
679,1890
679,1889
679,1889
679,1889
679,1889
679,1888
679,1889
679,1888
679,1890
679,1889
679,1890
679,1889
679,1881
679,1872
679,1879
679,1884
679,1883
679,1886
679,1885
679,1883
679,1883
679,1881
679,1883
679,1857
679,1846
679,1866
679,1873
679,1888
679,1891
679,1894
679,1893
679,1889
679,1877
679,1871
679,1860
679,1878
679,1879
679,1863
679,1878
679,1888
679,1878
680,1887
680,1891
680,1890
680,1889
680,1889
680,1885
680,1881
680,1878
680,1879
680,1882
680,1878
680,1882
680,1879
680,1883
680,1879
680,1882
680,1879
680,1883
680,1876
680,1882
680,1881
680,1878
680,1883
680,1876
680,1879
680,1883
680,1882
680,1885
680,1877
680,1884
680,1884
680,1882
680,1882
680,1883
680,1885
680,1882
680,1881
680,1883
680,1878
680,1885
680,1881
680,1874
680,1884
680,1883
680,1882
680,1879
680,1875
680,1879
680,1882
680,1879
681,1877
681,1882
681,1855
681,1879
681,1855
681,1877
681,1883
681,1877
681,1887
681,1891
681,1888
681,1885
681,1885
681,1884
681,1879
681,1879
681,1881
681,1884
681,1885
681,1886
681,1887
681,1887
681,1883
681,1882
681,1885
681,1881
681,1882
681,1882
681,1882
681,1883
681,1881
681,1885
681,1882
681,1879
681,1877
681,1877
681,1878
681,1883
681,1882
681,1879
681,1881
681,1882
681,1882
681,1882
681,1884
681,1886
681,1883
681,1887
681,1885
681,1883
682,1867
682,1883
682,1887
682,1885
682,1883
682,1885
682,1884
682,1883
682,1881
682,1873
682,1878
682,1878
682,1888
682,1884
682,1889
682,1889
682,1888
682,1887
682,1885
682,1885
682,1883
682,1883
682,1882
682,1882
682,1883
682,1881
682,1882
682,1882
682,1883
682,1878
682,1881
682,1882
682,1881
